timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1713189887328,73,planificación_(unidad_desde_cero)/conversations-embed.js-637,200,OK,Asistencia_mensual 1-1,text,true,,25870,402,1,1,https://js.usemessages.com/conversations-embed.js,73,0,39
1713189887402,257,planificación_(unidad_desde_cero)/analytics/1707622800000/3053485.js-636,200,OK,Asistencia_mensual 1-1,text,true,,22418,415,1,1,https://js.hs-analytics.net/analytics/1707622800000/3053485.js,257,0,39
1713189887659,269,planificación_(unidad_desde_cero)/v2/3053485/banner.js-638,200,OK,Asistencia_mensual 1-1,text,true,,24412,398,1,1,https://js.hs-banner.com/v2/3053485/banner.js,268,0,44
1713189887930,250,planificación_(unidad_desde_cero)/livechat-public/v1/message/public?portalId=3053485&conversations-embed=static-1.15389&mobile=false&messagesUtk=3ff8665d6a064a8e8b4ff7937c2da874&traceId=3ff8665d6a064a8e8b4ff7937c2da874&hubspotUtk=c6184e2b4d7a3959a80988f378eb0e88&__hstc=29330083.c6184e2b4d7a3959a80988f378eb0e88.1707322082932.1707400035378.1707621587968.3&__hssc=29330083.3.1707621587968-639,200,OK,Asistencia_mensual 1-1,text,true,,1882,854,1,1,https://api.hubspot.com/livechat-public/v1/message/public?portalId=3053485&conversations-embed=static-1.15389&mobile=false&messagesUtk=3ff8665d6a064a8e8b4ff7937c2da874&traceId=3ff8665d6a064a8e8b4ff7937c2da874&hubspotUtk=c6184e2b4d7a3959a80988f378eb0e88&__hstc=29330083.c6184e2b4d7a3959a80988f378eb0e88.1707322082932.1707400035378.1707621587968.3&__hssc=29330083.3.1707621587968,250,0,49
1713189888181,295,planificación_(unidad_desde_cero)/lead-flows-config/v1/config/json-641,200,OK,Asistencia_mensual 1-1,text,true,,2099,665,1,1,https://forms.hubspot.com/lead-flows-config/v1/config/json?portalId=3053485&utk=c6184e2b4d7a3959a80988f378eb0e88&__hstc=29330083.c6184e2b4d7a3959a80988f378eb0e88.1707322082932.1707400035378.1707621587968.3&__hssc=29330083.4.1707621587968&currentUrl=https%3A%2F%2Froma.lirmi.dev%2Fhome,295,0,71
1713189888476,201,planificación_(unidad_desde_cero)/livechat-public/v1/message/public-642,200,OK,Asistencia_mensual 1-1,text,true,,2161,811,1,1,https://api.hubspot.com/livechat-public/v1/message/public?portalId=3053485&conversations-embed=static-1.15389&mobile=false&messagesUtk=3ff8665d6a064a8e8b4ff7937c2da874&traceId=3ff8665d6a064a8e8b4ff7937c2da874&hubspotUtk=c6184e2b4d7a3959a80988f378eb0e88&__hstc=29330083.c6184e2b4d7a3959a80988f378eb0e88.1707322082932.1707400035378.1707621587968.3&__hssc=29330083.3.1707621587968,201,0,0
1713189888678,260,planificación_(unidad_desde_cero)/hs-script-loader-public/v1/config/pixels-and-events/json-640,200,OK,Asistencia_mensual 1-1,text,true,,1511,477,1,1,https://api.hubapi.com/hs-script-loader-public/v1/config/pixels-and-events/json?portalId=3053485,260,0,64
1713189888939,106,planificación_(unidad_desde_cero)/pagead/viewthroughconversion/702382886/-648,200,OK,Asistencia_mensual 1-1,text,true,,2063,759,1,1,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/702382886/?random=1707622837805&cv=11&fst=1707622837805&bg=ffffff&guid=ON&async=1&gtm=45be4270za200&gcd=13l3l3l3l1&dma=0&u_w=1800&u_h=1169&url=https%3A%2F%2Froma.lirmi.dev%2Fhome&hn=www.googleadservices.com&frm=0&tiba=Lirmi+%7C+Inicio&did=dZTQ1Zm&gdid=dZTQ1Zm&npa=0&pscdl=noapi&auid=532205330.1707322084&data=event%3Dgtag.config&rfmt=3&fmt=4,106,0,70
1713189889047,49,planificación_(unidad_desde_cero)/pagead/viewthroughconversion/703017432/-647,200,OK,Asistencia_mensual 1-1,text,true,,2061,759,1,1,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/703017432/?random=1707622837799&cv=11&fst=1707622837799&bg=ffffff&guid=ON&async=1&gtm=45be4270za200&gcd=13l3l3l3l1&dma=0&u_w=1800&u_h=1169&url=https%3A%2F%2Froma.lirmi.dev%2Fhome&hn=www.googleadservices.com&frm=0&tiba=Lirmi+%7C+Inicio&did=dZTQ1Zm&gdid=dZTQ1Zm&npa=0&pscdl=noapi&auid=532205330.1707322084&data=event%3Dgtag.config&rfmt=3&fmt=4,49,0,0
1713189889097,39,planificación_(unidad_desde_cero)/pagead/viewthroughconversion/702351942/-646,200,OK,Asistencia_mensual 1-1,text,true,,2060,759,1,1,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/702351942/?random=1707622837791&cv=11&fst=1707622837791&bg=ffffff&guid=ON&async=1&gtm=45be4270za200&gcd=13l3l3l3l1&dma=0&u_w=1800&u_h=1169&url=https%3A%2F%2Froma.lirmi.dev%2Fhome&hn=www.googleadservices.com&frm=0&tiba=Lirmi+%7C+Inicio&did=dZTQ1Zm&gdid=dZTQ1Zm&npa=0&pscdl=noapi&auid=532205330.1707322084&data=event%3Dgtag.config&rfmt=3&fmt=4,39,0,0
1713189889137,43,planificación_(unidad_desde_cero)/pagead/viewthroughconversion/701926904/-645,200,OK,Asistencia_mensual 1-1,text,true,,2059,759,1,1,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/701926904/?random=1707622837766&cv=11&fst=1707622837766&bg=ffffff&guid=ON&async=1&gtm=45be4270za200&gcd=13l3l3l3l1&dma=0&u_w=1800&u_h=1169&url=https%3A%2F%2Froma.lirmi.dev%2Fhome&hn=www.googleadservices.com&frm=0&tiba=Lirmi+%7C+Inicio&did=dZTQ1Zm&gdid=dZTQ1Zm&npa=0&pscdl=noapi&auid=532205330.1707322084&data=event%3Dgtag.config&rfmt=3&fmt=4,43,0,0
1713189889259,247,planificación_(unidad_desde_cero)/__ptq.gif-644,200,OK,Asistencia_mensual 1-1,bin,true,,1700,727,1,1,https://track.hubspot.com/__ptq.gif?k=1&sd=1800x1169&cd=30-bit&cs=UTF-8&ln=es-cl&bfp=2615397523&v=1.1&a=3053485&pu=https%3A%2F%2Froma.lirmi.dev%2Fhome&t=Lirmi+%7C+Inicio&cts=1707622837362&vi=c6184e2b4d7a3959a80988f378eb0e88&nc=false&u=29330083.c6184e2b4d7a3959a80988f378eb0e88.1707322082932.1707400035378.1707621587968.3&b=29330083.4.1707621587968&cc=15,247,0,43
1713189889507,93,planificación_(unidad_desde_cero)/en_US/fbevents.js-643,200,OK,Asistencia_mensual 1-1,text,true,,60799,399,1,1,https://connect.facebook.net/en_US/fbevents.js,73,0,51
1713189889600,40,planificación_(unidad_desde_cero)/pagead/1p-user-list/703017432/-651,200,OK,Asistencia_mensual 1-1,bin,true,,625,750,1,1,https://www.google.com/pagead/1p-user-list/703017432/?random=1707622837799&cv=11&fst=1707620400000&bg=ffffff&guid=ON&async=1&gtm=45be4270za200&gcd=13l3l3l3l1&dma=0&u_w=1800&u_h=1169&url=https%3A%2F%2Froma.lirmi.dev%2Fhome&frm=0&tiba=Lirmi+%7C+Inicio&npa=0&data=event%3Dgtag.config&fmt=3&is_vtc=1&cid=CAQSGwAvHhf_KnZlynuQb1Zf0c35dNwgVDHXBUnIvw&random=1327480671&rmt_tld=0&ipr=y,40,0,0
1713189889641,34,planificación_(unidad_desde_cero)/pagead/1p-user-list/702382886/-654,200,OK,Asistencia_mensual 1-1,bin,true,,625,750,1,1,https://www.google.com/pagead/1p-user-list/702382886/?random=1707622837805&cv=11&fst=1707620400000&bg=ffffff&guid=ON&async=1&gtm=45be4270za200&gcd=13l3l3l3l1&dma=0&u_w=1800&u_h=1169&url=https%3A%2F%2Froma.lirmi.dev%2Fhome&frm=0&tiba=Lirmi+%7C+Inicio&npa=0&data=event%3Dgtag.config&fmt=3&is_vtc=1&cid=CAQSGwAvHhf_9FqHa7cmNlAMYWnucKp5C4v0D9teNA&random=1076178748&rmt_tld=0&ipr=y,34,0,0
1713189889676,37,planificación_(unidad_desde_cero)/pagead/1p-user-list/702351942/-650,200,OK,Asistencia_mensual 1-1,bin,true,,625,749,1,1,https://www.google.com/pagead/1p-user-list/702351942/?random=1707622837791&cv=11&fst=1707620400000&bg=ffffff&guid=ON&async=1&gtm=45be4270za200&gcd=13l3l3l3l1&dma=0&u_w=1800&u_h=1169&url=https%3A%2F%2Froma.lirmi.dev%2Fhome&frm=0&tiba=Lirmi+%7C+Inicio&npa=0&data=event%3Dgtag.config&fmt=3&is_vtc=1&cid=CAQSGwAvHhf_wGVAxygouw-JuaJudFXgRbeY-hBRIw&random=550405251&rmt_tld=0&ipr=y,37,0,0
1713189889714,36,planificación_(unidad_desde_cero)/pagead/1p-user-list/701926904/-655,200,OK,Asistencia_mensual 1-1,bin,true,,625,750,1,1,https://www.google.com/pagead/1p-user-list/701926904/?random=1707622837766&cv=11&fst=1707620400000&bg=ffffff&guid=ON&async=1&gtm=45be4270za200&gcd=13l3l3l3l1&dma=0&u_w=1800&u_h=1169&url=https%3A%2F%2Froma.lirmi.dev%2Fhome&frm=0&tiba=Lirmi+%7C+Inicio&npa=0&data=event%3Dgtag.config&fmt=3&is_vtc=1&cid=CAQSGwAvHhf_cOost52rakqZNxC_XnBhKf7AIHBncA&random=2300472854&rmt_tld=0&ipr=y,35,0,0
1713189889777,109,planificación_(unidad_desde_cero)/pagead/1p-user-list/703017432/-652,200,OK,Asistencia_mensual 1-1,bin,true,,625,749,1,1,https://www.google.cl/pagead/1p-user-list/703017432/?random=1707622837799&cv=11&fst=1707620400000&bg=ffffff&guid=ON&async=1&gtm=45be4270za200&gcd=13l3l3l3l1&dma=0&u_w=1800&u_h=1169&url=https%3A%2F%2Froma.lirmi.dev%2Fhome&frm=0&tiba=Lirmi+%7C+Inicio&npa=0&data=event%3Dgtag.config&fmt=3&is_vtc=1&cid=CAQSGwAvHhf_KnZlynuQb1Zf0c35dNwgVDHXBUnIvw&random=1327480671&rmt_tld=1&ipr=y,109,0,65
1713189889888,33,planificación_(unidad_desde_cero)/pagead/1p-user-list/702351942/-649,200,OK,Asistencia_mensual 1-1,bin,true,,625,748,1,1,https://www.google.cl/pagead/1p-user-list/702351942/?random=1707622837791&cv=11&fst=1707620400000&bg=ffffff&guid=ON&async=1&gtm=45be4270za200&gcd=13l3l3l3l1&dma=0&u_w=1800&u_h=1169&url=https%3A%2F%2Froma.lirmi.dev%2Fhome&frm=0&tiba=Lirmi+%7C+Inicio&npa=0&data=event%3Dgtag.config&fmt=3&is_vtc=1&cid=CAQSGwAvHhf_wGVAxygouw-JuaJudFXgRbeY-hBRIw&random=550405251&rmt_tld=1&ipr=y,33,0,0
1713189889922,36,planificación_(unidad_desde_cero)/pagead/1p-user-list/701926904/-656,200,OK,Asistencia_mensual 1-1,bin,true,,625,749,1,1,https://www.google.cl/pagead/1p-user-list/701926904/?random=1707622837766&cv=11&fst=1707620400000&bg=ffffff&guid=ON&async=1&gtm=45be4270za200&gcd=13l3l3l3l1&dma=0&u_w=1800&u_h=1169&url=https%3A%2F%2Froma.lirmi.dev%2Fhome&frm=0&tiba=Lirmi+%7C+Inicio&npa=0&data=event%3Dgtag.config&fmt=3&is_vtc=1&cid=CAQSGwAvHhf_cOost52rakqZNxC_XnBhKf7AIHBncA&random=2300472854&rmt_tld=1&ipr=y,36,0,0
1713189889959,34,planificación_(unidad_desde_cero)/pagead/1p-user-list/702382886/-653,200,OK,Asistencia_mensual 1-1,bin,true,,625,749,1,1,https://www.google.cl/pagead/1p-user-list/702382886/?random=1707622837805&cv=11&fst=1707620400000&bg=ffffff&guid=ON&async=1&gtm=45be4270za200&gcd=13l3l3l3l1&dma=0&u_w=1800&u_h=1169&url=https%3A%2F%2Froma.lirmi.dev%2Fhome&frm=0&tiba=Lirmi+%7C+Inicio&npa=0&data=event%3Dgtag.config&fmt=3&is_vtc=1&cid=CAQSGwAvHhf_9FqHa7cmNlAMYWnucKp5C4v0D9teNA&random=1076178748&rmt_tld=1&ipr=y,34,0,0
1713189889994,10,planificación_(unidad_desde_cero)/signals/config/728031827712219-657,200,OK,Asistencia_mensual 1-1,text,true,,16282,1141,1,1,https://connect.facebook.net/signals/config/728031827712219?v=2.9.145&r=stable&domain=roma.lirmi.dev&hme=20c913bdcd4be51a752120153aa5caaecb3ee86c7f26cf737846e40b202aba68&ex_m=62%2C106%2C94%2C98%2C53%2C3%2C88%2C61%2C14%2C86%2C79%2C44%2C46%2C150%2C153%2C164%2C160%2C161%2C163%2C25%2C89%2C45%2C68%2C162%2C145%2C148%2C157%2C158%2C165%2C115%2C13%2C43%2C169%2C168%2C117%2C16%2C29%2C32%2C1%2C36%2C57%2C58%2C59%2C63%2C83%2C15%2C12%2C85%2C82%2C81%2C95%2C97%2C31%2C96%2C26%2C22%2C146%2C149%2C124%2C24%2C9%2C10%2C11%2C5%2C6%2C21%2C19%2C20%2C49%2C54%2C56%2C66%2C90%2C23%2C67%2C8%2C7%2C71%2C41%2C18%2C92%2C91%2C17%2C4%2C73%2C80%2C72%2C78%2C40%2C39%2C77%2C33%2C35%2C76%2C48%2C74%2C28%2C37%2C65%2C0%2C84%2C75%2C2%2C30%2C55%2C34%2C93%2C38%2C70%2C60%2C99%2C52%2C51%2C27%2C87%2C50%2C47%2C42%2C69%2C64%2C100,9,0,0
1713189890005,48,planificación_(unidad_desde_cero)/tr/-658,200,OK,Asistencia_mensual 1-1,text,true,,473,709,1,1,https://www.facebook.com/tr/?id=728031827712219&ev=PageView&dl=https%3A%2F%2Froma.lirmi.dev%2Fhome&rl=&if=false&ts=1707622838387&sw=1800&sh=1169&ud%5Bexternal_id%5D=c6184e2b4d7a3959a80988f378eb0e88&v=2.9.145&r=stable&a=hubspot&ec=0&o=4126&fbp=fb.1.1707322084421.220543933&cs_est=true&ler=empty&it=1707622838020&coo=false&exp=e1&rqm=GET,48,0,34
1713189890054,519,planificación_(unidad_desde_cero)/modulos/asistencias-659,200,OK,Asistencia_mensual 1-1,text,true,,7849,1620,1,1,https://sso.lirmi.dev/login,179,0,0
1713189890054,179,planificación_(unidad_desde_cero)/modulos/asistencias-659-0,302,Found,Asistencia_mensual 1-1,text,true,,2041,535,1,1,https://roma.lirmi.dev/modulos/asistencias,179,0,0
1713189890234,170,planificación_(unidad_desde_cero)/modulos/asistencias-659-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,565,1,1,https://sso.lirmi.dev/session?redirect=https://roma.lirmi.dev/auth/login,170,0,0
1713189890405,168,planificación_(unidad_desde_cero)/modulos/asistencias-659-2,200,OK,Asistencia_mensual 1-1,text,true,,3992,520,1,1,https://sso.lirmi.dev/login,167,0,0
1713189890573,15,planificación_(unidad_desde_cero)/tr/-660,200,OK,Asistencia_mensual 1-1,text,true,,495,3444,1,1,https://www.facebook.com/tr/,15,0,0
1713189890589,1123,planificación_(unidad_desde_cero)/auth/login-661,200,OK,Asistencia_mensual 1-1,text,true,,9701,2141,1,1,https://sso.lirmi.dev/login,590,0,393
1713189890589,590,planificación_(unidad_desde_cero)/auth/login-661-0,302,Found,Asistencia_mensual 1-1,text,true,,1796,648,1,1,https://norma.lirmi.dev/auth/login?user=47381&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOjQ3MzgxLCJpc3MiOiJyb21hX2NsIiwiaWF0IjoxNzA3NjIyODQ0fQ.iXkX7rz1Ckf81dXhAbRUWRVlU-Ptvn7pP8INHm1eVK0,590,0,393
1713189891179,182,planificación_(unidad_desde_cero)/auth/login-661-1,302,Found,Asistencia_mensual 1-1,text,true,,2096,477,1,1,https://norma.lirmi.dev,182,0,0
1713189891361,173,planificación_(unidad_desde_cero)/auth/login-661-2,302,Found,Asistencia_mensual 1-1,text,true,,1816,536,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,173,0,0
1713189891535,177,planificación_(unidad_desde_cero)/auth/login-661-3,200,OK,Asistencia_mensual 1-1,text,true,,3993,480,1,1,https://sso.lirmi.dev/login,177,0,0
1713189891713,518,planificación_(unidad_desde_cero)/-662,200,OK,Asistencia_mensual 1-1,text,true,,7904,1493,1,1,https://sso.lirmi.dev/login,171,0,0
1713189891713,171,planificación_(unidad_desde_cero)/-662-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,477,1,1,https://norma.lirmi.dev/,171,0,0
1713189891884,177,planificación_(unidad_desde_cero)/-662-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,536,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,177,0,0
1713189892061,170,planificación_(unidad_desde_cero)/-662-2,200,OK,Asistencia_mensual 1-1,text,true,,3992,480,1,1,https://sso.lirmi.dev/login,170,0,0
1713189892232,243,planificación_(unidad_desde_cero)/api/v1/notificaciones-664,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,243,0,0
1713189892482,539,planificación_(unidad_desde_cero)/asistencia-diarias-665,200,OK,Asistencia_mensual 1-1,text,true,,7903,1697,1,1,https://sso.lirmi.dev/login,181,0,0
1713189892482,181,planificación_(unidad_desde_cero)/asistencia-diarias-665-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,557,1,1,https://norma.lirmi.dev/asistencia-diarias,181,0,0
1713189892664,181,planificación_(unidad_desde_cero)/asistencia-diarias-665-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,598,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,181,0,0
1713189892846,175,planificación_(unidad_desde_cero)/asistencia-diarias-665-2,200,OK,Asistencia_mensual 1-1,text,true,,3991,542,1,1,https://sso.lirmi.dev/login,175,0,0
1713189893022,209,planificación_(unidad_desde_cero)/api/v1/notificaciones-666,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,209,0,0
1713189893246,522,planificación_(unidad_desde_cero)/asistencia-diarias-667,200,OK,Asistencia_mensual 1-1,text,true,,7903,1701,1,1,https://sso.lirmi.dev/login,170,0,0
1713189893246,171,planificación_(unidad_desde_cero)/asistencia-diarias-667-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,170,0,0
1713189893417,178,planificación_(unidad_desde_cero)/asistencia-diarias-667-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,178,0,0
1713189893595,173,planificación_(unidad_desde_cero)/asistencia-diarias-667-2,200,OK,Asistencia_mensual 1-1,text,true,,3991,535,1,1,https://sso.lirmi.dev/login,172,0,0
1713189893769,227,planificación_(unidad_desde_cero)/api/v1/notificaciones-668,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,227,0,0
1713189893996,297,planificación_(unidad_desde_cero)/api/v1/listas-inasistencias-669,200,OK,Asistencia_mensual 1-1,text,true,,648,1089,1,1,https://norma.lirmi.dev/api/v1/listas-inasistencias,297,0,0
1713189894294,536,planificación_(unidad_desde_cero)/asistencia-diarias-670,200,OK,Asistencia_mensual 1-1,text,true,,7905,1701,1,1,https://sso.lirmi.dev/login,166,0,0
1713189894294,166,planificación_(unidad_desde_cero)/asistencia-diarias-670-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,166,0,0
1713189894461,184,planificación_(unidad_desde_cero)/asistencia-diarias-670-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,184,0,0
1713189894647,183,planificación_(unidad_desde_cero)/asistencia-diarias-670-2,200,OK,Asistencia_mensual 1-1,text,true,,3993,535,1,1,https://sso.lirmi.dev/login,182,0,0
1713189894831,229,planificación_(unidad_desde_cero)/api/v1/notificaciones-671,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,229,0,0
1713189895060,288,planificación_(unidad_desde_cero)/api/v1/listas-inasistencias-672,200,OK,Asistencia_mensual 1-1,text,true,,648,1089,1,1,https://norma.lirmi.dev/api/v1/listas-inasistencias,287,0,0
1713189895348,519,planificación_(unidad_desde_cero)/asistencia-diarias-673,200,OK,Asistencia_mensual 1-1,text,true,,7901,1701,1,1,https://sso.lirmi.dev/login,178,0,0
1713189895348,178,planificación_(unidad_desde_cero)/asistencia-diarias-673-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,178,0,0
1713189895526,174,planificación_(unidad_desde_cero)/asistencia-diarias-673-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,174,0,0
1713189895700,167,planificación_(unidad_desde_cero)/asistencia-diarias-673-2,200,OK,Asistencia_mensual 1-1,text,true,,3989,535,1,1,https://sso.lirmi.dev/login,167,0,0
1713189895868,225,planificación_(unidad_desde_cero)/api/v1/notificaciones-674,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,225,0,0
1713189896094,354,planificación_(unidad_desde_cero)/api/v1/listas-inasistencias-675,200,OK,Asistencia_mensual 1-1,text,true,,648,1089,1,1,https://norma.lirmi.dev/api/v1/listas-inasistencias,354,0,0
1713189896448,526,planificación_(unidad_desde_cero)/asistencia-diarias-676,200,OK,Asistencia_mensual 1-1,text,true,,7903,1701,1,1,https://sso.lirmi.dev/login,174,0,0
1713189896448,174,planificación_(unidad_desde_cero)/asistencia-diarias-676-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,174,0,0
1713189896623,181,planificación_(unidad_desde_cero)/asistencia-diarias-676-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,180,0,0
1713189896804,170,planificación_(unidad_desde_cero)/asistencia-diarias-676-2,200,OK,Asistencia_mensual 1-1,text,true,,3991,535,1,1,https://sso.lirmi.dev/login,170,0,0
1713189896975,225,planificación_(unidad_desde_cero)/api/v1/notificaciones-677,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,225,0,0
1713189897200,300,planificación_(unidad_desde_cero)/api/v1/listas-inasistencias-678,200,OK,Asistencia_mensual 1-1,text,true,,648,1089,1,1,https://norma.lirmi.dev/api/v1/listas-inasistencias,300,0,0
1713189897502,517,planificación_(unidad_desde_cero)/asistencia-diarias-679,200,OK,Asistencia_mensual 1-1,text,true,,7905,1701,1,1,https://sso.lirmi.dev/login,174,0,0
1713189897502,174,planificación_(unidad_desde_cero)/asistencia-diarias-679-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,174,0,0
1713189897677,172,planificación_(unidad_desde_cero)/asistencia-diarias-679-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,172,0,0
1713189897849,170,planificación_(unidad_desde_cero)/asistencia-diarias-679-2,200,OK,Asistencia_mensual 1-1,text,true,,3993,535,1,1,https://sso.lirmi.dev/login,170,0,0
1713189898020,228,planificación_(unidad_desde_cero)/api/v1/notificaciones-680,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,228,0,0
1713189898249,291,planificación_(unidad_desde_cero)/api/v1/listas-inasistencias-681,200,OK,Asistencia_mensual 1-1,text,true,,648,1089,1,1,https://norma.lirmi.dev/api/v1/listas-inasistencias,291,0,0
1713189898541,518,planificación_(unidad_desde_cero)/asistencia-diarias-682,200,OK,Asistencia_mensual 1-1,text,true,,7903,1701,1,1,https://sso.lirmi.dev/login,167,0,0
1713189898541,167,planificación_(unidad_desde_cero)/asistencia-diarias-682-0,302,Found,Asistencia_mensual 1-1,text,true,,2096,575,1,1,https://norma.lirmi.dev/asistencia-diarias?mes_id=1&curso_id=108424,167,0,0
1713189898709,173,planificación_(unidad_desde_cero)/asistencia-diarias-682-1,302,Found,Asistencia_mensual 1-1,text,true,,1816,591,1,1,https://sso.lirmi.dev/session?redirect=https%3A%2F%2Fnorma.lirmi.dev%2Fauth%2Flogin,173,0,0
1713189898883,176,planificación_(unidad_desde_cero)/asistencia-diarias-682-2,200,OK,Asistencia_mensual 1-1,text,true,,3991,535,1,1,https://sso.lirmi.dev/login,176,0,0
1713189899060,217,planificación_(unidad_desde_cero)/api/v1/notificaciones-683,200,OK,Asistencia_mensual 1-1,text,true,,390,496,1,1,https://chucao.lirmi.dev/api/v1/notificaciones?limit=6,217,0,0
1713189899278,314,planificación_(unidad_desde_cero)/api/v1/listas-inasistencias-684,200,OK,Asistencia_mensual 1-1,text,true,,648,1089,1,1,https://norma.lirmi.dev/api/v1/listas-inasistencias,314,0,0
